#doc,name,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion
163,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_5317.txt,0,0.0960451977,16,0.0621468927,4,0.0621468927,12,0.0451977401,29,0.0282485876,28,0.0282485876,27,0.0282485876,26,0.0282485876,25,0.0282485876,24,0.0282485876,23,0.0282485876,22,0.0282485876,21,0.0282485876,20,0.0282485876,19,0.0282485876,18,0.0282485876,17,0.0282485876,15,0.0282485876,14,0.0282485876,13,0.0282485876,11,0.0282485876,10,0.0282485876,9,0.0282485876,8,0.0282485876,7,0.0282485876,6,0.0282485876,5,0.0282485876,3,0.0282485876,2,0.0282485876,1,0.0282485876
746,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6233.txt,0,0.0960451977,16,0.0621468927,25,0.0451977401,23,0.0451977401,18,0.0451977401,29,0.0282485876,28,0.0282485876,27,0.0282485876,26,0.0282485876,24,0.0282485876,22,0.0282485876,21,0.0282485876,20,0.0282485876,19,0.0282485876,17,0.0282485876,15,0.0282485876,14,0.0282485876,13,0.0282485876,12,0.0282485876,11,0.0282485876,10,0.0282485876,9,0.0282485876,8,0.0282485876,7,0.0282485876,6,0.0282485876,5,0.0282485876,4,0.0282485876,3,0.0282485876,2,0.0282485876,1,0.0282485876
6447,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3135.txt,0,0.0960451977,1,0.0621468927,29,0.0451977401,15,0.0451977401,13,0.0451977401,28,0.0282485876,27,0.0282485876,26,0.0282485876,25,0.0282485876,24,0.0282485876,23,0.0282485876,22,0.0282485876,21,0.0282485876,20,0.0282485876,19,0.0282485876,18,0.0282485876,17,0.0282485876,16,0.0282485876,14,0.0282485876,12,0.0282485876,11,0.0282485876,10,0.0282485876,9,0.0282485876,8,0.0282485876,7,0.0282485876,6,0.0282485876,5,0.0282485876,4,0.0282485876,3,0.0282485876,2,0.0282485876
1617,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_5867.txt,0,0.0944444444,4,0.0611111111,21,0.0444444444,19,0.0444444444,16,0.0444444444,8,0.0444444444,29,0.0277777778,28,0.0277777778,27,0.0277777778,26,0.0277777778,25,0.0277777778,24,0.0277777778,23,0.0277777778,22,0.0277777778,20,0.0277777778,18,0.0277777778,17,0.0277777778,15,0.0277777778,14,0.0277777778,13,0.0277777778,12,0.0277777778,11,0.0277777778,10,0.0277777778,9,0.0277777778,7,0.0277777778,6,0.0277777778,5,0.0277777778,3,0.0277777778,2,0.0277777778,1,0.0277777778
3131,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_4935.txt,0,0.0944444444,29,0.0611111111,21,0.0611111111,28,0.0444444444,16,0.0444444444,27,0.0277777778,26,0.0277777778,25,0.0277777778,24,0.0277777778,23,0.0277777778,22,0.0277777778,20,0.0277777778,19,0.0277777778,18,0.0277777778,17,0.0277777778,15,0.0277777778,14,0.0277777778,13,0.0277777778,12,0.0277777778,11,0.0277777778,10,0.0277777778,9,0.0277777778,8,0.0277777778,7,0.0277777778,6,0.0277777778,5,0.0277777778,4,0.0277777778,3,0.0277777778,2,0.0277777778,1,0.0277777778
2343,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_605.txt,0,0.0928961749,29,0.0601092896,23,0.0601092896,12,0.0601092896,24,0.043715847,28,0.0273224044,27,0.0273224044,26,0.0273224044,25,0.0273224044,22,0.0273224044,21,0.0273224044,20,0.0273224044,19,0.0273224044,18,0.0273224044,17,0.0273224044,16,0.0273224044,15,0.0273224044,14,0.0273224044,13,0.0273224044,11,0.0273224044,10,0.0273224044,9,0.0273224044,8,0.0273224044,7,0.0273224044,6,0.0273224044,5,0.0273224044,4,0.0273224044,3,0.0273224044,2,0.0273224044,1,0.0273224044
2542,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6244.txt,0,0.0928961749,4,0.0765027322,16,0.0601092896,18,0.043715847,15,0.043715847,29,0.0273224044,28,0.0273224044,27,0.0273224044,26,0.0273224044,25,0.0273224044,24,0.0273224044,23,0.0273224044,22,0.0273224044,21,0.0273224044,20,0.0273224044,19,0.0273224044,17,0.0273224044,14,0.0273224044,13,0.0273224044,12,0.0273224044,11,0.0273224044,10,0.0273224044,9,0.0273224044,8,0.0273224044,7,0.0273224044,6,0.0273224044,5,0.0273224044,3,0.0273224044,2,0.0273224044,1,0.0273224044
3401,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_4146.txt,0,0.0928961749,11,0.0601092896,25,0.043715847,18,0.043715847,17,0.043715847,12,0.043715847,4,0.043715847,29,0.0273224044,28,0.0273224044,27,0.0273224044,26,0.0273224044,24,0.0273224044,23,0.0273224044,22,0.0273224044,21,0.0273224044,20,0.0273224044,19,0.0273224044,16,0.0273224044,15,0.0273224044,14,0.0273224044,13,0.0273224044,10,0.0273224044,9,0.0273224044,8,0.0273224044,7,0.0273224044,6,0.0273224044,5,0.0273224044,3,0.0273224044,2,0.0273224044,1,0.0273224044
5475,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_4100.txt,0,0.0928961749,23,0.0601092896,29,0.043715847,24,0.043715847,14,0.043715847,12,0.043715847,10,0.043715847,28,0.0273224044,27,0.0273224044,26,0.0273224044,25,0.0273224044,22,0.0273224044,21,0.0273224044,20,0.0273224044,19,0.0273224044,18,0.0273224044,17,0.0273224044,16,0.0273224044,15,0.0273224044,13,0.0273224044,11,0.0273224044,9,0.0273224044,8,0.0273224044,7,0.0273224044,6,0.0273224044,5,0.0273224044,4,0.0273224044,3,0.0273224044,2,0.0273224044,1,0.0273224044
5814,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_579.txt,0,0.0928961749,18,0.0601092896,29,0.043715847,24,0.043715847,23,0.043715847,15,0.043715847,5,0.043715847,28,0.0273224044,27,0.0273224044,26,0.0273224044,25,0.0273224044,22,0.0273224044,21,0.0273224044,20,0.0273224044,19,0.0273224044,17,0.0273224044,16,0.0273224044,14,0.0273224044,13,0.0273224044,12,0.0273224044,11,0.0273224044,10,0.0273224044,9,0.0273224044,8,0.0273224044,7,0.0273224044,6,0.0273224044,4,0.0273224044,3,0.0273224044,2,0.0273224044,1,0.0273224044
6266,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6867.txt,0,0.0928961749,19,0.0765027322,24,0.043715847,18,0.043715847,7,0.043715847,2,0.043715847,29,0.0273224044,28,0.0273224044,27,0.0273224044,26,0.0273224044,25,0.0273224044,23,0.0273224044,22,0.0273224044,21,0.0273224044,20,0.0273224044,17,0.0273224044,16,0.0273224044,15,0.0273224044,14,0.0273224044,13,0.0273224044,12,0.0273224044,11,0.0273224044,10,0.0273224044,9,0.0273224044,8,0.0273224044,6,0.0273224044,5,0.0273224044,4,0.0273224044,3,0.0273224044,1,0.0273224044
4452,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_4404.txt,0,0.0913978495,4,0.0752688172,15,0.0591397849,10,0.0430107527,9,0.0430107527,2,0.0430107527,29,0.0268817204,28,0.0268817204,27,0.0268817204,26,0.0268817204,25,0.0268817204,24,0.0268817204,23,0.0268817204,22,0.0268817204,21,0.0268817204,20,0.0268817204,19,0.0268817204,18,0.0268817204,17,0.0268817204,16,0.0268817204,14,0.0268817204,13,0.0268817204,12,0.0268817204,11,0.0268817204,8,0.0268817204,7,0.0268817204,6,0.0268817204,5,0.0268817204,3,0.0268817204,1,0.0268817204
4722,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_755.txt,0,0.0913978495,24,0.0752688172,28,0.0430107527,20,0.0430107527,18,0.0430107527,15,0.0430107527,8,0.0430107527,29,0.0268817204,27,0.0268817204,26,0.0268817204,25,0.0268817204,23,0.0268817204,22,0.0268817204,21,0.0268817204,19,0.0268817204,17,0.0268817204,16,0.0268817204,14,0.0268817204,13,0.0268817204,12,0.0268817204,11,0.0268817204,10,0.0268817204,9,0.0268817204,7,0.0268817204,6,0.0268817204,5,0.0268817204,4,0.0268817204,3,0.0268817204,2,0.0268817204,1,0.0268817204
143,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_602.txt,0,0.0899470899,16,0.0582010582,27,0.0423280423,24,0.0423280423,23,0.0423280423,19,0.0423280423,18,0.0423280423,4,0.0423280423,2,0.0423280423,29,0.0264550265,28,0.0264550265,26,0.0264550265,25,0.0264550265,22,0.0264550265,21,0.0264550265,20,0.0264550265,17,0.0264550265,15,0.0264550265,14,0.0264550265,13,0.0264550265,12,0.0264550265,11,0.0264550265,10,0.0264550265,9,0.0264550265,8,0.0264550265,7,0.0264550265,6,0.0264550265,5,0.0264550265,3,0.0264550265,1,0.0264550265
1764,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_2468.txt,0,0.0899470899,20,0.0582010582,29,0.0423280423,28,0.0423280423,15,0.0423280423,13,0.0423280423,11,0.0423280423,10,0.0423280423,1,0.0423280423,27,0.0264550265,26,0.0264550265,25,0.0264550265,24,0.0264550265,23,0.0264550265,22,0.0264550265,21,0.0264550265,19,0.0264550265,18,0.0264550265,17,0.0264550265,16,0.0264550265,14,0.0264550265,12,0.0264550265,9,0.0264550265,8,0.0264550265,7,0.0264550265,6,0.0264550265,5,0.0264550265,4,0.0264550265,3,0.0264550265,2,0.0264550265
2865,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1751.txt,0,0.0899470899,26,0.0423280423,24,0.0423280423,21,0.0423280423,19,0.0423280423,18,0.0423280423,14,0.0423280423,11,0.0423280423,10,0.0423280423,7,0.0423280423,29,0.0264550265,28,0.0264550265,27,0.0264550265,25,0.0264550265,23,0.0264550265,22,0.0264550265,20,0.0264550265,17,0.0264550265,16,0.0264550265,15,0.0264550265,13,0.0264550265,12,0.0264550265,9,0.0264550265,8,0.0264550265,6,0.0264550265,5,0.0264550265,4,0.0264550265,3,0.0264550265,2,0.0264550265,1,0.0264550265
5101,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1740.txt,0,0.0899470899,11,0.0582010582,28,0.0423280423,24,0.0423280423,23,0.0423280423,18,0.0423280423,15,0.0423280423,5,0.0423280423,4,0.0423280423,29,0.0264550265,27,0.0264550265,26,0.0264550265,25,0.0264550265,22,0.0264550265,21,0.0264550265,20,0.0264550265,19,0.0264550265,17,0.0264550265,16,0.0264550265,14,0.0264550265,13,0.0264550265,12,0.0264550265,10,0.0264550265,9,0.0264550265,8,0.0264550265,7,0.0264550265,6,0.0264550265,3,0.0264550265,2,0.0264550265,1,0.0264550265
495,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_5153.txt,0,0.0885416667,23,0.0729166667,16,0.0729166667,1,0.0572916667,18,0.0416666667,4,0.0416666667,29,0.0260416667,28,0.0260416667,27,0.0260416667,26,0.0260416667,25,0.0260416667,24,0.0260416667,22,0.0260416667,21,0.0260416667,20,0.0260416667,19,0.0260416667,17,0.0260416667,15,0.0260416667,14,0.0260416667,13,0.0260416667,12,0.0260416667,11,0.0260416667,10,0.0260416667,9,0.0260416667,8,0.0260416667,7,0.0260416667,6,0.0260416667,5,0.0260416667,3,0.0260416667,2,0.0260416667
755,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_221.txt,0,0.0885416667,29,0.0572916667,26,0.0416666667,23,0.0416666667,20,0.0416666667,19,0.0416666667,18,0.0416666667,16,0.0416666667,11,0.0416666667,5,0.0416666667,28,0.0260416667,27,0.0260416667,25,0.0260416667,24,0.0260416667,22,0.0260416667,21,0.0260416667,17,0.0260416667,15,0.0260416667,14,0.0260416667,13,0.0260416667,12,0.0260416667,10,0.0260416667,9,0.0260416667,8,0.0260416667,7,0.0260416667,6,0.0260416667,4,0.0260416667,3,0.0260416667,2,0.0260416667,1,0.0260416667
2152,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1736.txt,0,0.0885416667,4,0.0729166667,18,0.0572916667,29,0.0416666667,28,0.0416666667,12,0.0416666667,11,0.0416666667,7,0.0416666667,27,0.0260416667,26,0.0260416667,25,0.0260416667,24,0.0260416667,23,0.0260416667,22,0.0260416667,21,0.0260416667,20,0.0260416667,19,0.0260416667,17,0.0260416667,16,0.0260416667,15,0.0260416667,14,0.0260416667,13,0.0260416667,10,0.0260416667,9,0.0260416667,8,0.0260416667,6,0.0260416667,5,0.0260416667,3,0.0260416667,2,0.0260416667,1,0.0260416667
2841,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_2287.txt,0,0.0885416667,10,0.0572916667,25,0.0416666667,24,0.0416666667,20,0.0416666667,16,0.0416666667,8,0.0416666667,6,0.0416666667,4,0.0416666667,1,0.0416666667,29,0.0260416667,28,0.0260416667,27,0.0260416667,26,0.0260416667,23,0.0260416667,22,0.0260416667,21,0.0260416667,19,0.0260416667,18,0.0260416667,17,0.0260416667,15,0.0260416667,14,0.0260416667,13,0.0260416667,12,0.0260416667,11,0.0260416667,9,0.0260416667,7,0.0260416667,5,0.0260416667,3,0.0260416667,2,0.0260416667
3572,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_651.txt,0,0.0885416667,4,0.0729166667,18,0.0572916667,20,0.0416666667,16,0.0416666667,12,0.0416666667,11,0.0416666667,7,0.0416666667,29,0.0260416667,28,0.0260416667,27,0.0260416667,26,0.0260416667,25,0.0260416667,24,0.0260416667,23,0.0260416667,22,0.0260416667,21,0.0260416667,19,0.0260416667,17,0.0260416667,15,0.0260416667,14,0.0260416667,13,0.0260416667,10,0.0260416667,9,0.0260416667,8,0.0260416667,6,0.0260416667,5,0.0260416667,3,0.0260416667,2,0.0260416667,1,0.0260416667
3062,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_658.txt,0,0.0871794872,12,0.0564102564,29,0.041025641,25,0.041025641,21,0.041025641,19,0.041025641,16,0.041025641,15,0.041025641,9,0.041025641,5,0.041025641,2,0.041025641,28,0.0256410256,27,0.0256410256,26,0.0256410256,24,0.0256410256,23,0.0256410256,22,0.0256410256,20,0.0256410256,18,0.0256410256,17,0.0256410256,14,0.0256410256,13,0.0256410256,11,0.0256410256,10,0.0256410256,8,0.0256410256,7,0.0256410256,6,0.0256410256,4,0.0256410256,3,0.0256410256,1,0.0256410256
4096,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1287.txt,0,0.0871794872,20,0.0564102564,15,0.0564102564,11,0.0564102564,21,0.041025641,18,0.041025641,16,0.041025641,12,0.041025641,2,0.041025641,29,0.0256410256,28,0.0256410256,27,0.0256410256,26,0.0256410256,25,0.0256410256,24,0.0256410256,23,0.0256410256,22,0.0256410256,19,0.0256410256,17,0.0256410256,14,0.0256410256,13,0.0256410256,10,0.0256410256,9,0.0256410256,8,0.0256410256,7,0.0256410256,6,0.0256410256,5,0.0256410256,4,0.0256410256,3,0.0256410256,1,0.0256410256
6302,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3280.txt,0,0.0871794872,20,0.0564102564,16,0.0564102564,28,0.041025641,27,0.041025641,24,0.041025641,15,0.041025641,10,0.041025641,5,0.041025641,4,0.041025641,29,0.0256410256,26,0.0256410256,25,0.0256410256,23,0.0256410256,22,0.0256410256,21,0.0256410256,19,0.0256410256,18,0.0256410256,17,0.0256410256,14,0.0256410256,13,0.0256410256,12,0.0256410256,11,0.0256410256,9,0.0256410256,8,0.0256410256,7,0.0256410256,6,0.0256410256,3,0.0256410256,2,0.0256410256,1,0.0256410256
6811,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1768.txt,0,0.0858585859,28,0.0555555556,22,0.0555555556,18,0.0555555556,12,0.0555555556,29,0.0404040404,23,0.0404040404,19,0.0404040404,10,0.0404040404,27,0.0252525253,26,0.0252525253,25,0.0252525253,24,0.0252525253,21,0.0252525253,20,0.0252525253,17,0.0252525253,16,0.0252525253,15,0.0252525253,14,0.0252525253,13,0.0252525253,11,0.0252525253,9,0.0252525253,8,0.0252525253,7,0.0252525253,6,0.0252525253,5,0.0252525253,4,0.0252525253,3,0.0252525253,2,0.0252525253,1,0.0252525253
3343,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6849.txt,0,0.0833333333,29,0.0654761905,1,0.0476190476,28,0.0297619048,27,0.0297619048,26,0.0297619048,25,0.0297619048,24,0.0297619048,23,0.0297619048,22,0.0297619048,21,0.0297619048,20,0.0297619048,19,0.0297619048,18,0.0297619048,17,0.0297619048,16,0.0297619048,15,0.0297619048,14,0.0297619048,13,0.0297619048,12,0.0297619048,11,0.0297619048,10,0.0297619048,9,0.0297619048,8,0.0297619048,7,0.0297619048,6,0.0297619048,5,0.0297619048,4,0.0297619048,3,0.0297619048,2,0.0297619048
5018,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6605.txt,0,0.0833333333,27,0.0476190476,16,0.0476190476,2,0.0476190476,29,0.0297619048,28,0.0297619048,26,0.0297619048,25,0.0297619048,24,0.0297619048,23,0.0297619048,22,0.0297619048,21,0.0297619048,20,0.0297619048,19,0.0297619048,18,0.0297619048,17,0.0297619048,15,0.0297619048,14,0.0297619048,13,0.0297619048,12,0.0297619048,11,0.0297619048,10,0.0297619048,9,0.0297619048,8,0.0297619048,7,0.0297619048,6,0.0297619048,5,0.0297619048,4,0.0297619048,3,0.0297619048,1,0.0297619048
531,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_2931.txt,0,0.081871345,25,0.0467836257,21,0.0467836257,18,0.0467836257,1,0.0467836257,29,0.0292397661,28,0.0292397661,27,0.0292397661,26,0.0292397661,24,0.0292397661,23,0.0292397661,22,0.0292397661,20,0.0292397661,19,0.0292397661,17,0.0292397661,16,0.0292397661,15,0.0292397661,14,0.0292397661,13,0.0292397661,12,0.0292397661,11,0.0292397661,10,0.0292397661,9,0.0292397661,8,0.0292397661,7,0.0292397661,6,0.0292397661,5,0.0292397661,4,0.0292397661,3,0.0292397661,2,0.0292397661
924,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3624.txt,0,0.081871345,20,0.0643274854,22,0.0467836257,16,0.0467836257,29,0.0292397661,28,0.0292397661,27,0.0292397661,26,0.0292397661,25,0.0292397661,24,0.0292397661,23,0.0292397661,21,0.0292397661,19,0.0292397661,18,0.0292397661,17,0.0292397661,15,0.0292397661,14,0.0292397661,13,0.0292397661,12,0.0292397661,11,0.0292397661,10,0.0292397661,9,0.0292397661,8,0.0292397661,7,0.0292397661,6,0.0292397661,5,0.0292397661,4,0.0292397661,3,0.0292397661,2,0.0292397661,1,0.0292397661
1793,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1945.txt,0,0.081871345,16,0.0467836257,10,0.0467836257,4,0.0467836257,2,0.0467836257,29,0.0292397661,28,0.0292397661,27,0.0292397661,26,0.0292397661,25,0.0292397661,24,0.0292397661,23,0.0292397661,22,0.0292397661,21,0.0292397661,20,0.0292397661,19,0.0292397661,18,0.0292397661,17,0.0292397661,15,0.0292397661,14,0.0292397661,13,0.0292397661,12,0.0292397661,11,0.0292397661,9,0.0292397661,8,0.0292397661,7,0.0292397661,6,0.0292397661,5,0.0292397661,3,0.0292397661,1,0.0292397661
2240,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_5362.txt,0,0.081871345,20,0.0467836257,16,0.0467836257,14,0.0467836257,13,0.0467836257,29,0.0292397661,28,0.0292397661,27,0.0292397661,26,0.0292397661,25,0.0292397661,24,0.0292397661,23,0.0292397661,22,0.0292397661,21,0.0292397661,19,0.0292397661,18,0.0292397661,17,0.0292397661,15,0.0292397661,12,0.0292397661,11,0.0292397661,10,0.0292397661,9,0.0292397661,8,0.0292397661,7,0.0292397661,6,0.0292397661,5,0.0292397661,4,0.0292397661,3,0.0292397661,2,0.0292397661,1,0.0292397661
5653,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_970.txt,0,0.081871345,4,0.0643274854,29,0.0467836257,23,0.0467836257,28,0.0292397661,27,0.0292397661,26,0.0292397661,25,0.0292397661,24,0.0292397661,22,0.0292397661,21,0.0292397661,20,0.0292397661,19,0.0292397661,18,0.0292397661,17,0.0292397661,16,0.0292397661,15,0.0292397661,14,0.0292397661,13,0.0292397661,12,0.0292397661,11,0.0292397661,10,0.0292397661,9,0.0292397661,8,0.0292397661,7,0.0292397661,6,0.0292397661,5,0.0292397661,3,0.0292397661,2,0.0292397661,1,0.0292397661
5831,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6515.txt,0,0.081871345,27,0.0467836257,24,0.0467836257,15,0.0467836257,13,0.0467836257,29,0.0292397661,28,0.0292397661,26,0.0292397661,25,0.0292397661,23,0.0292397661,22,0.0292397661,21,0.0292397661,20,0.0292397661,19,0.0292397661,18,0.0292397661,17,0.0292397661,16,0.0292397661,14,0.0292397661,12,0.0292397661,11,0.0292397661,10,0.0292397661,9,0.0292397661,8,0.0292397661,7,0.0292397661,6,0.0292397661,5,0.0292397661,4,0.0292397661,3,0.0292397661,2,0.0292397661,1,0.0292397661
1036,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1919.txt,0,0.0804597701,21,0.0632183908,18,0.0632183908,11,0.0459770115,29,0.0287356322,28,0.0287356322,27,0.0287356322,26,0.0287356322,25,0.0287356322,24,0.0287356322,23,0.0287356322,22,0.0287356322,20,0.0287356322,19,0.0287356322,17,0.0287356322,16,0.0287356322,15,0.0287356322,14,0.0287356322,13,0.0287356322,12,0.0287356322,10,0.0287356322,9,0.0287356322,8,0.0287356322,7,0.0287356322,6,0.0287356322,5,0.0287356322,4,0.0287356322,3,0.0287356322,2,0.0287356322,1,0.0287356322
2419,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_4036.txt,0,0.0804597701,14,0.0632183908,24,0.0459770115,23,0.0459770115,16,0.0459770115,29,0.0287356322,28,0.0287356322,27,0.0287356322,26,0.0287356322,25,0.0287356322,22,0.0287356322,21,0.0287356322,20,0.0287356322,19,0.0287356322,18,0.0287356322,17,0.0287356322,15,0.0287356322,13,0.0287356322,12,0.0287356322,11,0.0287356322,10,0.0287356322,9,0.0287356322,8,0.0287356322,7,0.0287356322,6,0.0287356322,5,0.0287356322,4,0.0287356322,3,0.0287356322,2,0.0287356322,1,0.0287356322
2801,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3782.txt,0,0.0804597701,15,0.0632183908,24,0.0459770115,14,0.0459770115,7,0.0459770115,29,0.0287356322,28,0.0287356322,27,0.0287356322,26,0.0287356322,25,0.0287356322,23,0.0287356322,22,0.0287356322,21,0.0287356322,20,0.0287356322,19,0.0287356322,18,0.0287356322,17,0.0287356322,16,0.0287356322,13,0.0287356322,12,0.0287356322,11,0.0287356322,10,0.0287356322,9,0.0287356322,8,0.0287356322,6,0.0287356322,5,0.0287356322,4,0.0287356322,3,0.0287356322,2,0.0287356322,1,0.0287356322
4273,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_597.txt,0,0.0804597701,26,0.0459770115,21,0.0459770115,20,0.0459770115,19,0.0459770115,10,0.0459770115,29,0.0287356322,28,0.0287356322,27,0.0287356322,25,0.0287356322,24,0.0287356322,23,0.0287356322,22,0.0287356322,18,0.0287356322,17,0.0287356322,16,0.0287356322,15,0.0287356322,14,0.0287356322,13,0.0287356322,12,0.0287356322,11,0.0287356322,9,0.0287356322,8,0.0287356322,7,0.0287356322,6,0.0287356322,5,0.0287356322,4,0.0287356322,3,0.0287356322,2,0.0287356322,1,0.0287356322
4533,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_5341.txt,0,0.0804597701,21,0.0632183908,16,0.0632183908,1,0.0459770115,29,0.0287356322,28,0.0287356322,27,0.0287356322,26,0.0287356322,25,0.0287356322,24,0.0287356322,23,0.0287356322,22,0.0287356322,20,0.0287356322,19,0.0287356322,18,0.0287356322,17,0.0287356322,15,0.0287356322,14,0.0287356322,13,0.0287356322,12,0.0287356322,11,0.0287356322,10,0.0287356322,9,0.0287356322,8,0.0287356322,7,0.0287356322,6,0.0287356322,5,0.0287356322,4,0.0287356322,3,0.0287356322,2,0.0287356322
5070,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_5725.txt,0,0.0804597701,29,0.0632183908,24,0.0459770115,23,0.0459770115,20,0.0459770115,28,0.0287356322,27,0.0287356322,26,0.0287356322,25,0.0287356322,22,0.0287356322,21,0.0287356322,19,0.0287356322,18,0.0287356322,17,0.0287356322,16,0.0287356322,15,0.0287356322,14,0.0287356322,13,0.0287356322,12,0.0287356322,11,0.0287356322,10,0.0287356322,9,0.0287356322,8,0.0287356322,7,0.0287356322,6,0.0287356322,5,0.0287356322,4,0.0287356322,3,0.0287356322,2,0.0287356322,1,0.0287356322
6253,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3883.txt,0,0.0804597701,16,0.0459770115,10,0.0459770115,7,0.0459770115,4,0.0459770115,2,0.0459770115,29,0.0287356322,28,0.0287356322,27,0.0287356322,26,0.0287356322,25,0.0287356322,24,0.0287356322,23,0.0287356322,22,0.0287356322,21,0.0287356322,20,0.0287356322,19,0.0287356322,18,0.0287356322,17,0.0287356322,15,0.0287356322,14,0.0287356322,13,0.0287356322,12,0.0287356322,11,0.0287356322,9,0.0287356322,8,0.0287356322,6,0.0287356322,5,0.0287356322,3,0.0287356322,1,0.0287356322
89,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_2774.txt,0,0.0790960452,19,0.0621468927,21,0.0451977401,16,0.0451977401,4,0.0451977401,2,0.0451977401,29,0.0282485876,28,0.0282485876,27,0.0282485876,26,0.0282485876,25,0.0282485876,24,0.0282485876,23,0.0282485876,22,0.0282485876,20,0.0282485876,18,0.0282485876,17,0.0282485876,15,0.0282485876,14,0.0282485876,13,0.0282485876,12,0.0282485876,11,0.0282485876,10,0.0282485876,9,0.0282485876,8,0.0282485876,7,0.0282485876,6,0.0282485876,5,0.0282485876,3,0.0282485876,1,0.0282485876
419,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3980.txt,0,0.0790960452,25,0.0451977401,24,0.0451977401,21,0.0451977401,20,0.0451977401,16,0.0451977401,12,0.0451977401,29,0.0282485876,28,0.0282485876,27,0.0282485876,26,0.0282485876,23,0.0282485876,22,0.0282485876,19,0.0282485876,18,0.0282485876,17,0.0282485876,15,0.0282485876,14,0.0282485876,13,0.0282485876,11,0.0282485876,10,0.0282485876,9,0.0282485876,8,0.0282485876,7,0.0282485876,6,0.0282485876,5,0.0282485876,4,0.0282485876,3,0.0282485876,2,0.0282485876,1,0.0282485876
